x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-86.28722222,48.60777778,PUKASKWA (AUT),6046768,6046768.2012.1.26,2012-01-26 0:00,ON,2012,1,26,1.2,,0.4,,2,,0,,,M,,M,40,,19,,54,,0,,16.8,,,,,
-86.28722222,48.60777778,PUKASKWA (AUT),6046768,6046768.2012.1.27,2012-01-27 0:00,ON,2012,1,27,-0.4,,-1.9,,1.2,,0.3,,,M,,M,35,,25,,44,,0,,18.4,,,,,
-86.28722222,48.60777778,PUKASKWA (AUT),6046768,6046768.2012.1.28,2012-01-28 0:00,ON,2012,1,28,-7.6,,-13.4,,-1.7,,0,,,M,1,,34,,26,,32,,0,,25.6,,,,,
-86.28722222,48.60777778,PUKASKWA (AUT),6046768,6046768.2012.1.29,2012-01-29 0:00,ON,2012,1,29,-16.5,,-23.2,,-9.8,,0,,,M,,M,35,,0,,0,,0,,34.5,,,,,
-86.28722222,48.60777778,PUKASKWA (AUT),6046768,6046768.2012.1.30,2012-01-30 0:00,ON,2012,1,30,-15.6,,-26.3,,-4.9,,0,,,M,1,,35,,0,,0,,0,,33.6,,,,,
-86.28722222,48.60777778,PUKASKWA (AUT),6046768,6046768.2012.1.31,2012-01-31 0:00,ON,2012,1,31,-3.9,,-5.6,,-2.2,,6.1,,0,,7,,37,,0,,0,,0,,21.9,,,,,
-86.28722222,48.60777778,PUKASKWA (AUT),6046768,6046768.2012.2.1,2012-02-01 0:00,ON,2012,2,1,-5.4,,-9,,-1.7,,0.6,,,M,,M,41,,0,,0,,0,,23.4,,,,,
-86.28722222,48.60777778,PUKASKWA (AUT),6046768,6046768.2012.2.2,2012-02-02 0:00,ON,2012,2,2,-1.9,,-5,,1.2,,0,,,M,,M,41,,0,,0,,0,,19.9,,,,,
-86.28722222,48.60777778,PUKASKWA (AUT),6046768,6046768.2012.2.3,2012-02-03 0:00,ON,2012,2,3,-4.8,,-9.8,,0.3,,0,,,M,,M,40,,0,,0,,0,,22.8,,,,,
-86.28722222,48.60777778,PUKASKWA (AUT),6046768,6046768.2012.2.4,2012-02-04 0:00,ON,2012,2,4,-3.5,,-7.1,,0.2,,0,,,M,,M,40,,0,,0,,0,,21.5,,,,,
